152117005 IMAGE PROCESSING
152117111 MOBİL PROGRAMLAMA
152117115 ADVANCED PROGRAMMING
152118035 NETWORK APPLICATIONS UE
152118513 SİSTEM PROGRAMLAMA
152118514 AĞ GÜVENLİĞİ
152118634 COMPUTER SECURITY
152118635 WEB BASED TECHNOLOGIES
