1507124210: [['SİSTEM PROGRAMLAMA', 0.0631152618615183], ['WEB BASED TECHNOLOGIES', 0.03678785517577452], ['COMPUTER SECURITY', 0.03377370801296117], ['MOBİL PROGRAMLAMA', 0.03180692308095641], ['IMAGE PROCESSING', 0.028006913164520034], ['AĞ GÜVENLİĞİ', 0.025769846442426962], ['NETWORK APPLICATIONS', 0.021850530617820853], ['ADVANCED PROGRAMMING', 0.013664361842840908]]
1172209937: [['SİSTEM PROGRAMLAMA', 0.06760357966778624], ['COMPUTER SECURITY', 0.03750847270727448], ['WEB BASED TECHNOLOGIES', 0.037493662827740006], ['MOBİL PROGRAMLAMA', 0.0316568941635824], ['IMAGE PROCESSING', 0.028791341410308192], ['AĞ GÜVENLİĞİ', 0.02792634924688114], ['NETWORK APPLICATIONS', 0.02250689998021844], ['ADVANCED PROGRAMMING', 0.014761812177959913]]
1833815393: [['SİSTEM PROGRAMLAMA', 0.06246265602428301], ['WEB BASED TECHNOLOGIES', 0.03759665929672119], ['COMPUTER SECURITY', 0.03338915929387853], ['MOBİL PROGRAMLAMA', 0.031784202411698874], ['IMAGE PROCESSING', 0.02780266942062861], ['AĞ GÜVENLİĞİ', 0.025921666567285555], ['NETWORK APPLICATIONS', 0.021936848210868092], ['ADVANCED PROGRAMMING', 0.013356732989147508]]
4183047284: [['SİSTEM PROGRAMLAMA', 0.06246401844663761], ['WEB BASED TECHNOLOGIES', 0.03689505709192325], ['COMPUTER SECURITY', 0.03303840231807738], ['MOBİL PROGRAMLAMA', 0.03183865699994215], ['IMAGE PROCESSING', 0.027862677520479044], ['AĞ GÜVENLİĞİ', 0.025428706792054362], ['NETWORK APPLICATIONS', 0.021735983493005397], ['ADVANCED PROGRAMMING', 0.013545574258123475]]
2675800074: [['SİSTEM PROGRAMLAMA', 0.05700733042852037], ['COMPUTER SECURITY', 0.03649348721382852], ['WEB BASED TECHNOLOGIES', 0.036417054534328905], ['MOBİL PROGRAMLAMA', 0.03158104419099126], ['IMAGE PROCESSING', 0.028709909532483414], ['AĞ GÜVENLİĞİ', 0.02419250527446286], ['NETWORK APPLICATIONS', 0.02121943619382459], ['ADVANCED PROGRAMMING', 0.015392475617615916]]
4124332841: [['MOBİL PROGRAMLAMA', 0.023413672093569225], ['IMAGE PROCESSING', 0.020300292999643706], ['AĞ GÜVENLİĞİ', 0.01768916113755851], ['NETWORK APPLICATIONS', 0.016938228834719453], ['WEB BASED TECHNOLOGIES', 0.016690549602203553], ['SİSTEM PROGRAMLAMA', 0.014245704414508537], ['ADVANCED PROGRAMMING', 0.007456126379751751], ['COMPUTER SECURITY', 0.005206458052284852]]
2854781849: [['SİSTEM PROGRAMLAMA', 0.06597570643681132], ['COMPUTER SECURITY', 0.0366204124862737], ['WEB BASED TECHNOLOGIES', 0.036110566856365434], ['MOBİL PROGRAMLAMA', 0.031720793043374586], ['IMAGE PROCESSING', 0.025365016462418788], ['AĞ GÜVENLİĞİ', 0.02531086945404521], ['NETWORK APPLICATIONS', 0.021597226618526394], ['ADVANCED PROGRAMMING', 0.013664361842840908]]
2841560092: [['SİSTEM PROGRAMLAMA', 0.06597570643681132], ['COMPUTER SECURITY', 0.0366204124862737], ['WEB BASED TECHNOLOGIES', 0.036110566856365434], ['MOBİL PROGRAMLAMA', 0.031720793043374586], ['IMAGE PROCESSING', 0.025365016462418788], ['AĞ GÜVENLİĞİ', 0.02531086945404521], ['NETWORK APPLICATIONS', 0.021597226618526394], ['ADVANCED PROGRAMMING', 0.013664361842840908]]
3250036500: [['SİSTEM PROGRAMLAMA', 0.06930887768544511], ['COMPUTER SECURITY', 0.04023688215321054], ['WEB BASED TECHNOLOGIES', 0.03589837962757656], ['MOBİL PROGRAMLAMA', 0.03170105632161528], ['IMAGE PROCESSING', 0.02899808788459194], ['AĞ GÜVENLİĞİ', 0.0274096355312932], ['NETWORK APPLICATIONS', 0.022646058478510152], ['ADVANCED PROGRAMMING', 0.015677609117148883]]
3861649476: [['SİSTEM PROGRAMLAMA', 0.05741556392870417], ['MOBİL PROGRAMLAMA', 0.030687383794865665], ['WEB BASED TECHNOLOGIES', 0.029042083826162402], ['COMPUTER SECURITY', 0.02649317170439346], ['AĞ GÜVENLİĞİ', 0.02506892445771438], ['IMAGE PROCESSING', 0.02127951865426955], ['NETWORK APPLICATIONS', 0.020335416724798376], ['ADVANCED PROGRAMMING', 0.006022654525436164]]
2280458429: [['SİSTEM PROGRAMLAMA', 0.056625533783447354], ['COMPUTER SECURITY', 0.03426927108307453], ['MOBİL PROGRAMLAMA', 0.02626498868783464], ['WEB BASED TECHNOLOGIES', 0.02585315979196359], ['IMAGE PROCESSING', 0.024823001988558212], ['AĞ GÜVENLİĞİ', 0.022433863633614683], ['NETWORK APPLICATIONS', 0.01879916633425143], ['ADVANCED PROGRAMMING', 0.011437401225933994]]
3648657942: [['SİSTEM PROGRAMLAMA', 0.05447411521773021], ['COMPUTER SECURITY', 0.02977266266652176], ['MOBİL PROGRAMLAMA', 0.02558632244343038], ['IMAGE PROCESSING', 0.02468094311774489], ['AĞ GÜVENLİĞİ', 0.019693955402961413], ['WEB BASED TECHNOLOGIES', 0.018876693950493635], ['NETWORK APPLICATIONS', 0.017848161449601233], ['ADVANCED PROGRAMMING', 0.010248083784159069]]
1049545718: [['SİSTEM PROGRAMLAMA', 0.04795808281091887], ['WEB BASED TECHNOLOGIES', 0.022173120957011006], ['MOBİL PROGRAMLAMA', 0.02041158507124993], ['IMAGE PROCESSING', 0.018496221947672194], ['AĞ GÜVENLİĞİ', 0.01710346257952344], ['NETWORK APPLICATIONS', 0.016644223525336566], ['COMPUTER SECURITY', 0.01601504986765227], ['ADVANCED PROGRAMMING', 0.0024033586527168653]]
2257719878: [['SİSTEM PROGRAMLAMA', 0.06121767961815787], ['WEB BASED TECHNOLOGIES', 0.036308809415199386], ['MOBİL PROGRAMLAMA', 0.03195772265238322], ['COMPUTER SECURITY', 0.02596758013993898], ['AĞ GÜVENLİĞİ', 0.023624876706332343], ['NETWORK APPLICATIONS', 0.020889588004319025], ['IMAGE PROCESSING', 0.020336542927341272], ['ADVANCED PROGRAMMING', 0.008561372799026693]]
3050887123: [['SİSTEM PROGRAMLAMA', 0.04081178641210525], ['WEB BASED TECHNOLOGIES', 0.02784020194270047], ['MOBİL PROGRAMLAMA', 0.024733759204068048], ['AĞ GÜVENLİĞİ', 0.020486849430561536], ['IMAGE PROCESSING', 0.017650202942045955], ['COMPUTER SECURITY', 0.017311720093292654], ['NETWORK APPLICATIONS', 0.017133193864624644], ['ADVANCED PROGRAMMING', 0.00788219404172893]]
2523206284: [['SİSTEM PROGRAMLAMA', 0.05788452959986458], ['MOBİL PROGRAMLAMA', 0.03161717885334494], ['WEB BASED TECHNOLOGIES', 0.02718858077413641], ['IMAGE PROCESSING', 0.026913735415598914], ['COMPUTER SECURITY', 0.02477882130564798], ['AĞ GÜVENLİĞİ', 0.022157052684709064], ['NETWORK APPLICATIONS', 0.020570649490838692], ['ADVANCED PROGRAMMING', 0.01194394597019209]]
3725270175: [['SİSTEM PROGRAMLAMA', 0.0570574974615033], ['COMPUTER SECURITY', 0.03222236601163614], ['MOBİL PROGRAMLAMA', 0.025729115122813232], ['IMAGE PROCESSING', 0.025012904009019465], ['WEB BASED TECHNOLOGIES', 0.024393116245482006], ['AĞ GÜVENLİĞİ', 0.022010499886089246], ['NETWORK APPLICATIONS', 0.01844104449420485], ['ADVANCED PROGRAMMING', 0.010526919674711815]]
1756688667: [['SİSTEM PROGRAMLAMA', 0.03947752584803322], ['MOBİL PROGRAMLAMA', 0.02487033204982857], ['COMPUTER SECURITY', 0.021428802787055265], ['IMAGE PROCESSING', 0.017600960074435963], ['NETWORK APPLICATIONS', 0.016574079483876358], ['AĞ GÜVENLİĞİ', 0.01521389974858629], ['WEB BASED TECHNOLOGIES', 0.014792222857201578], ['ADVANCED PROGRAMMING', 0.005929784493612219]]
2565515932: [['SİSTEM PROGRAMLAMA', 0.06093177303919149], ['WEB BASED TECHNOLOGIES', 0.03511575523925623], ['MOBİL PROGRAMLAMA', 0.031866047697815], ['AĞ GÜVENLİĞİ', 0.02816423159595798], ['COMPUTER SECURITY', 0.028161582397599062], ['IMAGE PROCESSING', 0.026767914043873013], ['NETWORK APPLICATIONS', 0.022060704856305024], ['ADVANCED PROGRAMMING', 0.012458363970500718]]
1405127560: [['SİSTEM PROGRAMLAMA', 0.05091386051338568], ['MOBİL PROGRAMLAMA', 0.03116303230887029], ['WEB BASED TECHNOLOGIES', 0.026771794551202266], ['COMPUTER SECURITY', 0.025465270361952324], ['AĞ GÜVENLİĞİ', 0.022345095340751162], ['NETWORK APPLICATIONS', 0.020584906965937896], ['IMAGE PROCESSING', 0.019705931697458327], ['ADVANCED PROGRAMMING', 0.006433305664501502]]
727778261: [['SİSTEM PROGRAMLAMA', 0.06929550422307727], ['COMPUTER SECURITY', 0.04082553452457863], ['WEB BASED TECHNOLOGIES', 0.03531059802901591], ['MOBİL PROGRAMLAMA', 0.03128614402342772], ['IMAGE PROCESSING', 0.028830146962809854], ['AĞ GÜVENLİĞİ', 0.027033661461956508], ['NETWORK APPLICATIONS', 0.022720977470238473], ['ADVANCED PROGRAMMING', 0.015950108430777352]]
2729334151: [['SİSTEM PROGRAMLAMA', 0.05837858565604272], ['MOBİL PROGRAMLAMA', 0.03088776042484782], ['COMPUTER SECURITY', 0.028352903789142226], ['IMAGE PROCESSING', 0.027770808478351887], ['WEB BASED TECHNOLOGIES', 0.022917645355602416], ['AĞ GÜVENLİĞİ', 0.02204730778342486], ['NETWORK APPLICATIONS', 0.020617883696365046], ['ADVANCED PROGRAMMING', 0.009413670157730644]]
1501504533: [['SİSTEM PROGRAMLAMA', 0.039040786969635304], ['COMPUTER SECURITY', 0.024118038102075995], ['MOBİL PROGRAMLAMA', 0.019485689647217676], ['IMAGE PROCESSING', 0.019059032085528047], ['AĞ GÜVENLİĞİ', 0.01763837653891882], ['NETWORK APPLICATIONS', 0.013669455867397049], ['WEB BASED TECHNOLOGIES', 0.011660902612202527], ['ADVANCED PROGRAMMING', 0.005093438920016304]]
3594183533: [['SİSTEM PROGRAMLAMA', 0.04269177638048879], ['COMPUTER SECURITY', 0.021491479177203798], ['MOBİL PROGRAMLAMA', 0.020253636747761684], ['IMAGE PROCESSING', 0.019284051209430258], ['AĞ GÜVENLİĞİ', 0.014549331132139834], ['NETWORK APPLICATIONS', 0.013304247248197012], ['WEB BASED TECHNOLOGIES', 0.012333661425131199], ['ADVANCED PROGRAMMING', 0.004846197247160508]]
1335319825: [['SİSTEM PROGRAMLAMA', 0.03466540418398634], ['MOBİL PROGRAMLAMA', 0.024234668617367665], ['WEB BASED TECHNOLOGIES', 0.018490278571501973], ['COMPUTER SECURITY', 0.01767470189232059], ['NETWORK APPLICATIONS', 0.016026543465020394], ['IMAGE PROCESSING', 0.014380431753736267], ['AĞ GÜVENLİĞİ', 0.013280788738922307], ['ADVANCED PROGRAMMING', 0.0074122306170152745]]
3003731994: [['SİSTEM PROGRAMLAMA', 0.05498690643640176], ['MOBİL PROGRAMLAMA', 0.03114719299839824], ['COMPUTER SECURITY', 0.0307755930386118], ['IMAGE PROCESSING', 0.024653272459555325], ['WEB BASED TECHNOLOGIES', 0.023904184402695358], ['AĞ GÜVENLİĞİ', 0.022848060273523246], ['NETWORK APPLICATIONS', 0.020921578359646583], ['ADVANCED PROGRAMMING', 0.010486543087179069]]
372679190: [['SİSTEM PROGRAMLAMA', 0.04934690731004152], ['COMPUTER SECURITY', 0.02678600348381908], ['MOBİL PROGRAMLAMA', 0.023320994735057835], ['IMAGE PROCESSING', 0.022001200093044956], ['WEB BASED TECHNOLOGIES', 0.018490278571501973], ['AĞ GÜVENLİĞİ', 0.016754270838970534], ['NETWORK APPLICATIONS', 0.015800411542562863], ['ADVANCED PROGRAMMING', 0.0074122306170152745]]
1532678363: [['SİSTEM PROGRAMLAMA', 0.05235387725617352], ['WEB BASED TECHNOLOGIES', 0.02814624640563609], ['COMPUTER SECURITY', 0.02654566352050818], ['MOBİL PROGRAMLAMA', 0.02487453214749473], ['IMAGE PROCESSING', 0.022104945743130388], ['AĞ GÜVENLİĞİ', 0.01761836832267632], ['NETWORK APPLICATIONS', 0.016412351153063193], ['ADVANCED PROGRAMMING', 0.011855396592361489]]
1865920630: [['SİSTEM PROGRAMLAMA', 0.03501654809686212], ['MOBİL PROGRAMLAMA', 0.02430447135881939], ['COMPUTER SECURITY', 0.01953835572910382], ['WEB BASED TECHNOLOGIES', 0.01889600033678769], ['NETWORK APPLICATIONS', 0.01604240941902307], ['IMAGE PROCESSING', 0.015262675675366384], ['AĞ GÜVENLİĞİ', 0.014706059767144324], ['ADVANCED PROGRAMMING', 0.008220748656991107]]
225790089: [['SİSTEM PROGRAMLAMA', 0.05372442859799535], ['COMPUTER SECURITY', 0.030824369466160628], ['MOBİL PROGRAMLAMA', 0.030818250859124457], ['IMAGE PROCESSING', 0.02380587395509755], ['AĞ GÜVENLİĞİ', 0.02315895475217475], ['WEB BASED TECHNOLOGIES', 0.02240640194927559], ['NETWORK APPLICATIONS', 0.0215776531475785], ['ADVANCED PROGRAMMING', 0.008929230040859517]]
438966263: [['SİSTEM PROGRAMLAMA', 0.046562974979886367], ['WEB BASED TECHNOLOGIES', 0.028410129449321666], ['MOBİL PROGRAMLAMA', 0.02401162237701216], ['IMAGE PROCESSING', 0.02041365257305472], ['AĞ GÜVENLİĞİ', 0.020393913214411405], ['COMPUTER SECURITY', 0.019885258364271095], ['NETWORK APPLICATIONS', 0.016999439316867704], ['ADVANCED PROGRAMMING', 0.0073826206607201916]]
305427496: [['SİSTEM PROGRAMLAMA', 0.044396591699460995], ['WEB BASED TECHNOLOGIES', 0.02351534962873432], ['COMPUTER SECURITY', 0.021814404063388384], ['MOBİL PROGRAMLAMA', 0.02135205751122377], ['AĞ GÜVENLİĞİ', 0.014945652917059349], ['NETWORK APPLICATIONS', 0.01387237458143962], ['IMAGE PROCESSING', 0.010050882247963017], ['ADVANCED PROGRAMMING', 0.005036776908859858]]
3230584998: [['SİSTEM PROGRAMLAMA', 0.058261210880925576], ['MOBİL PROGRAMLAMA', 0.030947077122540783], ['WEB BASED TECHNOLOGIES', 0.02890659643073438], ['COMPUTER SECURITY', 0.027559465299278628], ['AĞ GÜVENLİĞİ', 0.02457835461334078], ['IMAGE PROCESSING', 0.02169298332345663], ['NETWORK APPLICATIONS', 0.020596028531904825], ['ADVANCED PROGRAMMING', 0.006078129497325698]]
